"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","CNCF Member","CNCF Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Landscape","Category","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Apache Thrift","Apache Software Foundation","https://thrift.apache.org/","http://localhost:3000/logos/apache-thrift.svg","https://twitter.com/TheASF","https://www.crunchbase.com/organization/apache",,,,false,false,"Apache-2.0","Forest Hill, Maryland","2018-03-27T23:18:13.000Z","Mirror of Apache Thrift","Apache Software Foundation (501C3) provides organizational, legal and financial support for Apache open-source software projects.","http://www.apache.org","Forest Hill","Maryland","United States","http://twitter.com/TheASF","http://www.linkedin.com/company/the-apache-software-foundation",,,1,10,"Orchestration & Management / Service Management","Orchestration & Management",true,"https://github.com/apache/thrift",4574,"Mirror of Apache Thrift",,"https://github.com/apache/thrift/commit/272470790ad6db791bd6f9db399b2cd2d5879f74","2017-12-03T17:27:58Z","https://github.com/apache/thrift/releases","2006-05-24T21:45:31Z","/apache/thrift/commit/319857233b75121f357801cbdd9b5028e3057dbd",198,"https://github.com/apache/thrift/graphs/contributors"
"Apache Zookeeper","Apache Software Foundation","https://zookeeper.apache.org/","http://localhost:3000/logos/apache-zookeeper.svg","https://twitter.com/TheASF","https://www.crunchbase.com/organization/apache",,,,false,false,"Apache-2.0","Forest Hill, Maryland","2018-03-27T23:18:13.000Z","Mirror of Apache Hadoop ZooKeeper","Apache Software Foundation (501C3) provides organizational, legal and financial support for Apache open-source software projects.","http://www.apache.org","Forest Hill","Maryland","United States","http://twitter.com/TheASF","http://www.linkedin.com/company/the-apache-software-foundation",,,1,10,"Orchestration & Management / Coordination & Service Discovery","Orchestration & Management",true,"https://github.com/apache/zookeeper",4123,"Mirror of Apache Hadoop ZooKeeper",,"https://github.com/apache/zookeeper/commit/13c9f899ff62be6a2eacb28e522d06703f1dab08","2018-03-27T02:21:03Z","https://github.com/apache/zookeeper/releases","2007-11-03T04:41:15Z","/apache/zookeeper/commit/047d9258a4730791b85cc81b0e1435465a32acbf",53,"https://github.com/apache/zookeeper/graphs/contributors"
"Apex","Apex","http://apex.run","http://localhost:3000/logos/apex.svg",,"https://www.crunchbase.com/organization/apex-7f19",,,,false,false,"MIT","Victoria, Canada",,"Build, deploy, and manage AWS Lambda functions with ease (with Go support!).","Serverless/Event-based","http://apex.run/","Victoria","British Columbia","Canada",,,,,,,"Serverless / Frameworks","Serverless",true,"https://github.com/apex/apex",6825,"Build, deploy, and manage AWS Lambda functions with ease (with Go support!).",,"https://github.com/apex/apex/commit/ca1585bb255fadd44bd9a397647cae5ee98550be",,,"2015-12-19T23:53:03Z","/apex/apex/commit/ea3a2cfbc0d7704cd76589ad59c15729e852d303",98,"https://github.com/apex/apex/graphs/contributors"
"Appdash","Sourcegraph","https://github.com/sourcegraph/appdash","http://localhost:3000/logos/appdash.svg","http://twitter.com/srcgraph","https://www.crunchbase.com/organization/sourcegraph",,,20000000,false,false,"Unknown License","San Francisco, California","2018-03-20T22:14:21.000Z","Application tracing system for Go, based on Google's Dapper.","Sourcegraph is creating the best way to read and understand code.","https://sourcegraph.com","San Francisco","California","United States","http://twitter.com/srcgraph","https://www.linkedin.com/company/sourcegraph",,"funding",11,50,"Observability and Analysis / Tracing","Observability and Analysis",true,"https://github.com/sourcegraph/appdash",1255,"Application tracing system for Go, based on Google's Dapper.",,"https://github.com/sourcegraph/appdash/commit/2cc67fd647551af94593ecaaa89fe4e5b2940a3e",,,"2014-11-20T09:20:44Z","/sourcegraph/appdash/commit/0c23a09ff6765e8e7597db4022e7812839ea8bb0",22,"https://github.com/sourcegraph/appdash/graphs/contributors"
"AppDynamics","AppDynamics","https://www.appdynamics.com/","http://localhost:3000/logos/app-dynamics.svg","https://twitter.com/appdynamics","https://www.crunchbase.com/organization/appdynamics",,,364500000,false,false,"NotOpenSource","San Francisco, California","2018-03-27T08:33:27.000Z","AppDynamics develops application performance management (APM) solutions that deliver problem resolution for highly distributed applications.","AppDynamics develops application performance management (APM) solutions that deliver problem resolution for highly distributed applications.","http://www.appdynamics.com","San Francisco","California","United States","http://twitter.com/AppDynamics","http://www.linkedin.com/company/appdynamics",,"funding",501,1000,"Observability and Analysis / Monitoring","Observability and Analysis",false,,,,,"",,,,,,
"AppNeta","AppNeta","https://www.appneta.com/","http://localhost:3000/logos/app-neta.svg","https://twitter.com/Appneta","https://www.crunchbase.com/organization/appneta",,,63177998,false,false,"NotOpenSource","Boston, Massachusetts","2018-03-27T13:17:44.000Z","AppNeta is the only app performance monitoring company with solutions for apps you develop, SaaS apps you use & networks that deliver them.","AppNeta is the only app performance monitoring company with solutions for apps you develop, SaaS apps you use & networks that deliver them.","http://www.appneta.com","Boston","Massachusetts","United States","http://twitter.com/Appneta","http://www.linkedin.com/company/appneta",,"funding",101,250,"Observability and Analysis / Monitoring","Observability and Analysis",false,,,,,"",,,,,,
"AppScale","AppScale Systems","https://www.appscale.com/","http://localhost:3000/logos/app-scale.svg","https://twitter.com/appscalecloud","https://www.crunchbase.com/organization/appscale-inc",,,,false,false,"Unknown License","Santa Barbara, California","2018-03-27T19:10:52.000Z","AppScale is an easy-to-manage serverless platform for building and running scalable web and mobile applications on any infrastructure.","AppScale is an easy-to-manage serverless platform for building and running scalable web and mobile applications on any infrastructure.","http://appscale.com","Santa Barbara","California","United States","http://twitter.com/appscalecloud","http://www.linkedin.com/company/appscale-systems",,,11,50,"Serverless / Platforms","Serverless",true,"https://github.com/AppScale/appscale",2316,"AppScale is an easy-to-manage serverless platform for building and running scalable web and mobile applications on any infrastructure.",,"https://github.com/AppScale/appscale/commit/de9ca4eebcea5778ea23ab5f5d530ad70aa76b9f","2017-04-03T22:29:22Z","https://github.com/AppScale/appscale/releases","2011-04-15T23:31:08Z","/AppScale/appscale/commit/7fc28b3f433418068ee93902808bee24cad51ece",36,"https://github.com/AppScale/appscale/graphs/contributors"
"Appveyor","Appveyor Systems","https://www.appveyor.com/","http://localhost:3000/logos/appveyor.svg","https://twitter.com/appveyor","https://www.crunchbase.com/organization/appveyor-systems-inc",,,,false,false,"NotOpenSource","Vancouver, Canada","2018-03-08T01:51:17.000Z","Appveyor Systems Inc. aim is to give powerful continuous integration and deployment tools to every .NET developer.","Appveyor Systems Inc. aim is to give powerful continuous integration and deployment tools to every .NET developer.","https://www.appveyor.com","Vancouver","British Columbia","Canada","https://www.twitter.com/appveyor",,,,,,"App Definition and Development / CI/CD","App Definition and Development",false,,,,,"",,,,,,
"ArangoDB","ArangoDB","https://www.arangodb.com/","http://localhost:3000/logos/arango-db.svg","https://twitter.com/arangodb","https://www.crunchbase.com/organization/arangodb",,,6898175,false,false,"Apache-2.0","San Francisco, California","2018-03-27T23:02:01.000Z","🥑 ArangoDB is a native multi-model database with flexible data models for documents, graphs, and key-values. Build high performance applications using a convenient SQL-like query language or JavaScript extensions.","ArangoDB is an open-source database with a native multi-model approach. Documents, graphs and K/V in one core with one query language.","http://www.arangodb.com","San Francisco","California","United States","http://twitter.com/arangodb","http://www.linkedin.com/company/5289249",,"funding",11,50,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/arangodb/arangodb",5370,"🥑 ArangoDB is a native multi-model database with flexible data models for documents, graphs, and key-values. Build high performance applications using a convenient SQL-like query language or JavaScript extensions.",,"https://github.com/arangodb/arangodb/commit/36841feac3ead9eea48aa0fdbb0c5bd6871186fd","2018-03-24T21:56:41Z","https://github.com/arangodb/arangodb/releases","2011-10-26T06:42:49Z","/arangodb/arangodb/commit/6577d5417a000c29c9ee7666cbcc3cefae6eee21",76,"https://github.com/arangodb/arangodb/graphs/contributors"
"Atomist","Atomist","https://www.atomist.com/","http://localhost:3000/logos/atomist.svg","https://twitter.com/atomist","https://www.crunchbase.com/organization/atomist",,,22000000,false,false,"NotOpenSource","San Francisco, California","2018-03-27T20:55:39.000Z","Atomist make microservice applications Easy and fun to build, through a cloud-based service.","Atomist make microservice applications Easy and fun to build, through a cloud-based service.","http://www.atomist.com/","San Francisco","California","United States","https://twitter.com/atomist",,,"funding",11,50,"Platform / PaaS/Container Service","Platform",false,,,,,"",,,,,,
"Aviatrix","Aviatrix Systems","https://aviatrix.com/","http://localhost:3000/logos/aviatrix.svg","https://twitter.com/aviatrixsys","https://www.crunchbase.com/organization/aviatrix",,,25000000,false,false,"NotOpenSource","Palo Alto, California","2018-03-27T19:15:59.000Z","The company develops software that enables enterprises to build hybrid clouds by easily","The company develops software that enables enterprises to build hybrid clouds by easily","http://aviatrix.com/","Palo Alto","California","United States","https://twitter.com/aviatrixsys","https://www.linkedin.com/company-beta/6440846/",,"funding",11,50,"Runtime / Cloud-Native Network","Runtime",false,,,,,"",,,,,,
"Avro","Apache Software Foundation","https://avro.apache.org/","http://localhost:3000/logos/apache-avro.svg","https://twitter.com/TheASF","https://www.crunchbase.com/organization/apache",,,,false,false,"Apache-2.0","Forest Hill, Maryland","2018-03-27T23:18:13.000Z","Apache Avro","Apache Software Foundation (501C3) provides organizational, legal and financial support for Apache open-source software projects.","http://www.apache.org","Forest Hill","Maryland","United States","http://twitter.com/TheASF","http://www.linkedin.com/company/the-apache-software-foundation",,,1,10,"Orchestration & Management / Service Management","Orchestration & Management",true,"https://github.com/apache/avro",879,"Apache Avro",,"https://github.com/apache/avro/commit/5c270dad2a281f4e70fb8c8a657d93a0cc72b7a8","2017-05-14T22:38:50Z","https://github.com/apache/avro/releases","2009-04-09T18:13:31Z","/apache/avro/commit/81cf991f580a841dd8c016921b6c567ae0c0c4f3",44,"https://github.com/apache/avro/graphs/contributors"
"Backplane"," backplane.io ","https://www.backplane.io/","http://localhost:3000/logos/backplane.svg","https://twitter.com/backplaneio","https://www.crunchbase.com/organization/backplane-io",,,5000000,false,false,"NotOpenSource","San Francisco, California","2018-03-05T20:25:13.000Z","A service that unifies discovery, routing, and load balancing for web servers written in any language, running in any cloud or datacenter. ","A service that unifies discovery, routing, and load balancing for web servers written in any language, running in any cloud or datacenter. ","https://www.backplane.io/","San Francisco","California","United States","https://twitter.com/backplaneio","https://www.linkedin.com/company/backplane/",,"funding",1,10,"Orchestration & Management / Service Management","Orchestration & Management",false,,,,,"",,,,,,
"Bamboo","Atlassian","https://www.atlassian.com/software/bamboo/","http://localhost:3000/logos/bamboo.svg","https://twitter.com/atlassian","https://www.crunchbase.com/organization/atlassian",12543282176,"TEAM",,false,false,"NotOpenSource","Sydney, Australia","2018-03-27T23:50:07.000Z","Atlassian provides collaboration software for teams with products including JIRA, Confluence, HipChat, Bitbucket, and Stash.","Atlassian provides collaboration software for teams with products including JIRA, Confluence, HipChat, Bitbucket, and Stash.","http://www.atlassian.com","Sydney","New South Wales","Australia","http://twitter.com/atlassian","http://www.linkedin.com/company/atlassian","TEAM","market_cap",1001,5000,"App Definition and Development / CI/CD","App Definition and Development",false,,,,,"",,,,,,
"Big Switch Networks","Big Switch Networks","https://www.bigswitch.com/","http://localhost:3000/logos/big-switch-networks.svg","https://twitter.com/bigswitch","https://www.crunchbase.com/organization/big-switch-networks",,,119500000,false,false,"NotOpenSource","Santa Clara, California","2018-03-27T23:19:09.000Z","Big Switch Networks is the Next-Generation Data Center Networking Company, designing intelligent, agile and flexible networks","Big Switch Networks is the Next-Generation Data Center Networking Company, designing intelligent, agile and flexible networks","http://www.bigswitch.com","Santa Clara","California","United States","http://twitter.com/bigswitch","http://www.linkedin.com/company/1011021",,"funding",101,250,"Runtime / Cloud-Native Network","Runtime",false,,,,,"",,,,,,
"BigchainDB","BigchainDB","https://www.bigchaindb.com/","http://localhost:3000/logos/bigchain-db.svg","https://twitter.com/BigchainDB","https://www.crunchbase.com/organization/bigchaindb",,,5370000,false,false,"Unknown License","Berlin, Germany","2018-03-27T08:30:00.000Z","Meet BigchainDB. The blockchain database.","BigchainDB is a scalable blockchain database","https://www.bigchaindb.com","Berlin","Berlin","Germany","https://www.twitter.com/bigchaindb","https://www.linkedin.com/company/10691106?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10691106%2Cidx%3A1-1-1%2CtarId%3A1474303728497%2Ctas%3Abigchaindb",,"funding",11,50,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/bigchaindb/bigchaindb",2335,"Meet BigchainDB. The blockchain database.",,"https://github.com/bigchaindb/bigchaindb/commit/f71818c837ea52b2bc0a40478363858d20de6c0c",,,"2016-02-08T10:12:58Z","/bigchaindb/bigchaindb/commit/0bbd9bc5ad49cd5cfdaa3cb9b080e4d8227fb4d0",48,"https://github.com/bigchaindb/bigchaindb/graphs/contributors"
"Binaris","Binaris","https://www.binaris.com/","http://localhost:3000/logos/binaris.svg","https://twitter.com/gobinaris","https://www.crunchbase.com/organization/binaris",,,4700000,false,false,"NotOpenSource","Tel Aviv, Israel","2018-03-15T16:00:40.000Z","A high-performance serverless platform for interactive and real-time applications.","A high-performance serverless platform for interactive and real-time applications.","https://binaris.com","Tel Aviv","Tel Aviv","Israel","https://twitter.com/gobinaris",,,"funding",,,"Serverless / Hybrid Platforms","Serverless",false,,,,,"",,,,,,
"Bitbucket","Atlassian","https://bitbucket.org/","http://localhost:3000/logos/bitbucket.svg","https://twitter.com/bitbucket","https://www.crunchbase.com/organization/atlassian",12543282176,"TEAM",,false,false,"NotOpenSource","Sydney, Australia","2018-03-27T18:57:29.000Z","Atlassian provides collaboration software for teams with products including JIRA, Confluence, HipChat, Bitbucket, and Stash.","Atlassian provides collaboration software for teams with products including JIRA, Confluence, HipChat, Bitbucket, and Stash.","http://www.atlassian.com","Sydney","New South Wales","Australia","http://twitter.com/atlassian","http://www.linkedin.com/company/atlassian","TEAM","market_cap",1001,5000,"App Definition and Development / Source Code Management","App Definition and Development",false,,,,,"",,,,,,
"Black Duck","Synopsys","https://www.blackducksoftware.com/","http://localhost:3000/logos/black-duck.svg","https://twitter.com/black_duck_sw","https://www.crunchbase.com/organization/synopsys",12327814144,"SNPS",,false,false,"NotOpenSource","Mountain View, California","2018-03-27T22:02:01.000Z","Synopsys is the Silicon to Software partner for companies that develop electronic products and software applications.","Synopsys is the Silicon to Software partner for companies that develop electronic products and software applications.","http://www.synopsys.com","Mountain View","California","United States","http://twitter.com/synopsys","http://www.linkedin.com/company/synopsys","SNPS","market_cap",5001,10000,"Provisioning / Secure Images","Provisioning",false,,,,,"",,,,,,
"Booz Allan Hamilton (KCSP)","Booz Allen Hamilton","https://www.boozallen.com/","http://localhost:3000/logos/booz-allan-hamilton.svg","http://twitter.com/BoozAllen","https://www.crunchbase.com/organization/booz-allen-hamilton",5525450240,"BAH",,false,false,"NotOpenSource","Mclean, Virginia","2018-03-27T21:32:04.000Z","Booz Allen partners with public and private sector clients to solve their most difficult challenges through a combination of consulting, analytics, mission operations, technology, systems delivery, cybersecurity, engineering, and innovation expertise.","Booz Allen Hamilton is a provider of management consulting, technology, and engineering services to US government.","http://www.boozallen.com","Mclean","Virginia","United States","http://twitter.com/BoozAllen","http://www.linkedin.com/company/1403","BAH","market_cap",10001,1000000,"Special / Kubernetes Certified Service Provider","Special",false,,,,,"",,,,,,
"BuddyBuild","Buddybuild","https://www.buddybuild.com/","http://localhost:3000/logos/buddy-build.svg","https://twitter.com/buddybuild","https://www.crunchbase.com/organization/buddybuild",,,8800000,false,false,"NotOpenSource","Vancouver, Canada","2018-01-26T23:30:39.000Z","Buddybuild is a Vancouver-based app tools company focused on continuous integration and debugging tools.","Buddybuild is a Vancouver-based app tools company focused on continuous integration and debugging tools.","https://www.buddybuild.com/","Vancouver","British Columbia","Canada","https://twitter.com/buddybuild","https://www.linkedin.com/company/buddybuild-com",,"funding",11,50,"App Definition and Development / CI/CD","App Definition and Development",false,,,,,"",,,,,,
"Buildkite","Buildkite","https://buildkite.com/","http://localhost:3000/logos/buildkite.svg","https://twitter.com/buildkite","https://www.crunchbase.com/organization/buildkite",,,,false,false,"Unknown License","Fitzroy, Australia","2018-03-08T01:05:04.000Z","The Buildkite Agent is an open-source toolkit written in Golang for securely running build jobs on any device or network","Buildkite creates the best automation and collaboration tools for building and shipping software.","https://buildkite.com/","Fitzroy","Victoria","Australia","https://twitter.com/buildkite",,,,1,10,"App Definition and Development / CI/CD","App Definition and Development",true,"https://github.com/buildkite/agent",249,"The Buildkite Agent is an open-source toolkit written in Golang for securely running build jobs on any device or network",,"https://github.com/buildkite/agent/commit/1c7a1e97251f375c8ac42fa8a5fdfe6fbf6645fa",,,"2014-01-29T10:43:45Z","/buildkite/agent/commit/eeca90c42475216a63d388c16f9ca19e18892ffd",45,"https://github.com/buildkite/agent/graphs/contributors"
"Bustle Shep","Bustle Digital Group","https://www.bustle.com/labs","http://localhost:3000/logos/bustle-shep.svg","https://twitter.com/bustle","https://www.crunchbase.com/organization/bustle",,,50500000,false,false,"Unknown License","Brooklyn, New York","2018-03-28T00:15:01.000Z","A framework for building JavaScript Applications with AWS API Gateway and Lambda","Bustle Digital Group is a news, entertainment, lifestyle and fashion website that caters to women.","http://bustle.com","Brooklyn","New York","United States","http://twitter.com/bustle","http://www.linkedin.com/company/bustle",,"funding",51,100,"Serverless / Frameworks","Serverless",true,"https://github.com/bustle/shep",273,"A framework for building JavaScript Applications with AWS API Gateway and Lambda",,"https://github.com/bustle/shep/commit/54ca2813c3da40dacb5e53047750c5015cb65284","2018-02-20T20:32:09Z","https://github.com/bustle/shep/releases","2015-09-01T03:38:15Z","/bustle/shep/commit/3f70ce57e1f1fa2f5c3dde5e0a31e06fc0f01625",10,"https://github.com/bustle/shep/graphs/contributors"
"CarbonData","Apache Software Foundation","https://carbondata.apache.org/","http://localhost:3000/logos/carbon-data.svg","https://twitter.com/ApacheCarbonDat","https://www.crunchbase.com/organization/apache",,,,false,false,"Apache-2.0","Forest Hill, Maryland","2017-10-06T06:20:59.000Z","Mirror of Apache CarbonData","Apache Software Foundation (501C3) provides organizational, legal and financial support for Apache open-source software projects.","http://www.apache.org","Forest Hill","Maryland","United States","http://twitter.com/TheASF","http://www.linkedin.com/company/the-apache-software-foundation",,,1,10,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/apache/carbondata",631,"Mirror of Apache CarbonData",,"https://github.com/apache/carbondata/commit/2e1ddb542169d944a13b736351830c6fcfb23349","2018-03-04T13:25:20Z","https://github.com/apache/carbondata/releases","2016-03-02T07:47:31Z","/apache/carbondata/commit/4858b2138bccae9832348644627b8d0bf27e4fe9",124,"https://github.com/apache/carbondata/graphs/contributors"
"Cassandra","Apache Software Foundation","https://cassandra.apache.org/","http://localhost:3000/logos/cassandra.svg","https://twitter.com/cassandra","https://www.crunchbase.com/organization/apache",,,,false,false,"Apache-2.0","Forest Hill, Maryland","2017-10-10T21:22:20.000Z","Mirror of Apache Cassandra","Apache Software Foundation (501C3) provides organizational, legal and financial support for Apache open-source software projects.","http://www.apache.org","Forest Hill","Maryland","United States","http://twitter.com/TheASF","http://www.linkedin.com/company/the-apache-software-foundation",,,1,10,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/apache/cassandra",4281,"Mirror of Apache Cassandra",,"https://github.com/apache/cassandra/commit/2ad06d65b31d6221ac5c78991c13e125800bc48d","2018-02-19T18:27:39Z","https://github.com/apache/cassandra/releases","2009-03-02T07:57:22Z","/apache/cassandra/commit/1f91e99223b0d1b7ed8390400d4a06ac08e4aa85",258,"https://github.com/apache/cassandra/graphs/contributors"
"Catchpoint Systems","Catchpoint ","https://www.catchpoint.com/","http://localhost:3000/logos/catchpoint-systems.svg","https://twitter.com/catchpoint","https://www.crunchbase.com/organization/catchpoint-systems",,,49765055,false,false,"NotOpenSource","New York, New York","2018-03-27T20:02:03.000Z","Catchpoint is a leading digital experience intelligence company ","Catchpoint is a leading digital experience intelligence company ","http://www.catchpoint.com","New York","New York","United States","http://twitter.com/catchpoint","http://www.linkedin.com/company/catchpoint-systems-inc",,"funding",101,250,"Observability and Analysis / Monitoring","Observability and Analysis",false,,,,,"",,,,,,
"Centreon","Centreon","https://www.centreon.com/en/","http://localhost:3000/logos/centreon.svg","https://twitter.com/centreon","https://www.crunchbase.com/organization/centreon",,,,false,false,"GPL-2.0","Paris, France","2018-03-27T07:35:05.000Z","Centreon is a network, system, applicative supervision and monitoring tool","An industry reference for open source monitoring","https://www.centreon.com","Paris","Ile-de-France","France","https://www.twitter.com/centreon","https://www.linkedin.com/company/merethis",,,11,50,"Observability and Analysis / Monitoring","Observability and Analysis",true,"https://github.com/centreon/centreon",204,"Centreon is a network, system, applicative supervision and monitoring tool",,"https://github.com/centreon/centreon/commit/540b5f8bff567055b6c183640f1ff75c3f7c3af1","2017-11-22T13:06:01Z","https://github.com/centreon/centreon/releases","2006-07-10T10:11:06Z","/centreon/centreon/commit/bc576a904f25d5f49b3364b3b179d5c3b6416503",57,"https://github.com/centreon/centreon/graphs/contributors"
"CFEngine","CFEngine","https://cfengine.com/","http://localhost:3000/logos/cf-engine.svg","https://twitter.com/cfengine","https://www.crunchbase.com/organization/cfengine",,,13000000,false,false,"Unknown License","Palo Alto, California","2018-02-20T13:07:08.000Z","CFEngine Community","CFEngine is a pioneer in IT Automation. It radically simplifies and automates how companies build, consume infrastructure and devices","http://www.cfengine.com","Palo Alto","California","United States","http://twitter.com/cfengine","http://www.linkedin.com/company/cfengine",,"funding",11,50,"Provisioning / Host Management/Tooling","Provisioning",true,"https://github.com/cfengine/core",285,"CFEngine Community",,"https://github.com/cfengine/core/commit/3af66f6029795990ebb2703902a7f65bee4929a6","2018-03-23T12:29:01Z","https://github.com/cfengine/core/releases","2008-01-04T08:50:45Z","/cfengine/core/commit/6cb587a75b008c3d50e58e4017713d3b49622171",90,"https://github.com/cfengine/core/graphs/contributors"
"Cilium","Covalent IO","https://www.cilium.io/","http://localhost:3000/logos/cilium.svg","https://twitter.com/ciliumproject","https://www.crunchbase.com/organization/covalent-io",,,,false,false,"Apache-2.0","Sunnyvale, California","2018-03-27T16:12:27.000Z","HTTP, gRPC, and Kafka Aware Security and Networking for Containers with BPF and XDP","Covalent builds Cilium, an HTTP-aware network security layer for microservices platforms.","http://covalent.io/","Sunnyvale","California","United States",,,,,,,"Runtime / Cloud-Native Network","Runtime",true,"https://github.com/cilium/cilium",1694,"HTTP, gRPC, and Kafka Aware Security and Networking for Containers with BPF and XDP",,"https://github.com/cilium/cilium/commit/edb8896077959ee3272ff90e82278662cf8376b9","2018-03-27T15:12:22Z","https://github.com/cilium/cilium/releases","2015-12-16T12:33:31Z","/cilium/cilium/commit/7fa3c60eb7dbe7a5a4caea3aab0396f75a8b10c7",53,"https://github.com/cilium/cilium/graphs/contributors"
"CircleCI","CircleCI","https://circleci.com/","http://localhost:3000/logos/circle-ci.svg","https://twitter.com/circleci","https://www.crunchbase.com/organization/circle-ci",,,59000000,false,false,"NotOpenSource","San Francisco, California","2018-03-27T19:57:00.000Z","CircleCI provides software teams the confidence to build, test, and deploy across numerous platforms.","CircleCI provides software teams the confidence to build, test, and deploy across numerous platforms.","https://circleci.com/","San Francisco","California","United States","http://twitter.com/circleci","https://www.linkedin.com/company/circleci",,"funding",101,250,"App Definition and Development / CI/CD","App Definition and Development",false,,,,,"",,,,,,
"Claranet (KCSP)","Claranet","https://www.claranet.co.uk/hosting/google-cloud-platform-consulting-managed-services","http://localhost:3000/logos/claranet.svg","http://twitter.com/Claranet","https://www.crunchbase.com/organization/claranet",,,103107133,false,false,"NotOpenSource","London, United Kingdom","2018-03-27T11:54:02.000Z","Claranet helps people migrate to the cloud and take full advantage of the new world it offers. We consult, design, build and proactively manage the right infrastructure and automation tooling for clients to achieve this.","Claranet is one of Europe’s leading managed service providers.","http://www.claranet.co.uk","London","England","United Kingdom","http://twitter.com/Claranet","http://www.linkedin.com/company/claranet",,"funding",501,1000,"Special / Kubernetes Certified Service Provider","Special",false,,,,,"",,,,,,
"ClaudisJS","ClaudiaJS","https://claudiajs.com/","http://localhost:3000/logos/claudis-js.svg","https://twitter.com/gojkoadzic","https://www.crunchbase.com/organization/claudiajs",,,,false,false,"MIT","London, United Kingdom","2018-03-27T17:26:23.000Z","Deploy Node.js projects to AWS Lambda and API Gateway easily","Frameworks","https://claudiajs.com/","London","England","United Kingdom","https://twitter.com/gojkoadzic",,,,,,"Serverless / Frameworks","Serverless",true,"https://github.com/claudiajs/claudia",2650,"Deploy Node.js projects to AWS Lambda and API Gateway easily",,"https://github.com/claudiajs/claudia/commit/a3224fdba29918768438f826a6e6e18b45a51801","2018-01-29T10:09:16Z","https://github.com/claudiajs/claudia/releases","2016-02-03T01:10:51Z","/claudiajs/claudia/commit/3da70b6858b1b8d8f7cb68c829fdc28f84a2c7e5",23,"https://github.com/claudiajs/claudia/graphs/contributors"
"Clay","Clay Labs","https://www.clay.run/","http://localhost:3000/logos/clay.svg",,"https://www.crunchbase.com/organization/clay-labs",,,,false,false,"NotOpenSource","New York, New York",,"Platforms","Platforms","https://www.clay.run/","New York","New York","United States",,,,,,,"Serverless / Platforms","Serverless",false,,,,,"",,,,,,
"Cloud Coreo","CloudCoreo","https://www.cloudcoreo.com/","http://localhost:3000/logos/cloud-coreo.svg","https://twitter.com/cloudcoreo","https://www.crunchbase.com/organization/cloudcoreo",,,2900000,false,false,"NotOpenSource","Seattle, Washington","2018-02-14T18:20:41.000Z","CloudCoreo is building a next generation cloud management platform.","CloudCoreo is building a next generation cloud management platform.","http://cloudcoreo.com","Seattle","Washington","United States","https://twitter.com/cloudcoreo","https://www.linkedin.com/company/3632692",,"funding",1,10,"Provisioning / Infrastructure Automation","Provisioning",false,,,,,"",,,,,,
"Cloudboost","CloudBoost","https://www.cloudboost.io/","http://localhost:3000/logos/cloudboost.svg","https://twitter.com/cloudboostio","https://www.crunchbase.com/organization/cloudboost",,,,false,false,"NotOpenSource","Hyderabad, India","2018-03-27T18:00:28.000Z","One Complete NoSQL Database Service for your app.","One Complete NoSQL Database Service for your app.","https://cloudboost.io","Hyderabad","Andhra Pradesh","India","http://twitter.com/cloudboostio","https://www.linkedin.com/company/cloudboost-io",,,1,10,"Serverless / Hybrid Platforms","Serverless",false,,,,,"",,,,,,
"Cloudify","Cloudify","https://cloudify.co","http://localhost:3000/logos/cloudify.png","https://twitter.com/CloudifySource","https://www.crunchbase.com/organization/cloudify-co",,,,false,false,"Apache-2.0","Herzliya, Israel","2018-03-26T17:06:26.000Z","Cloudify's manager related code","Cloudify specializes in IT operations automation technology that manages application and network services through open orchestration","http://cloudify.co","Herzliya","Tel Aviv","Israel","https://twitter.com/CloudifySource","https://www.linkedin.com/company/cloudifyco/",,,11,50,"Provisioning / Infrastructure Automation","Provisioning",true,"https://github.com/cloudify-cosmo/cloudify-manager",61,"Cloudify's manager related code",,"https://github.com/cloudify-cosmo/cloudify-manager/commit/652ea4e4f7473f63e01c14f6346662e55b3c9b79","2018-03-27T16:22:58Z","https://github.com/cloudify-cosmo/cloudify-manager/releases","2012-12-16T07:56:17Z","/cloudify-cosmo/cloudify-manager/commit/134865c1e1f9f886fbc6a7e9db5f14a1a1d5edba",44,"https://github.com/cloudify-cosmo/cloudify-manager/graphs/contributors"
