"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","CNCF Member","CNCF Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Landscape","Category","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"BoCloud BeyondcentContainer","Bocloud","http://bocloud.com.cn/product_container.html","http://localhost:3000/logos/bo-cloud-beyondcent-container.svg",,"https://www.crunchbase.com/organization/bocloud",,,,true,"member","NotOpenSource","Suzhou, China",,"PaaS cloud solutions for docketing and managing Internet applications using docker container technology. Help customers respond to the explosive and unpredictable nature of Internet services.","BoCloud provides professional cloud computing service for enterprise customers, focusing on PaaS technology.","http://www.bocloud.com.cn","Suzhou","Jiangsu","China",,,,,,,"Platform / Certified Kubernetes - Platform","Platform",false,,,,,"",,,,,,
"BOSH","Cloud Foundry","https://bosh.io/","http://localhost:3000/logos/bosh.svg","https://twitter.com/cloudfoundry","https://www.crunchbase.com/organization/cloud-foundry",,,,true,"member","Apache-2.0","San Mateo, California","2018-03-27T14:12:12.000Z","Cloud Foundry BOSH is an open source tool chain for release engineering, deployment and lifecycle management of large scale distributed services.","Cloud Foundry is a self-service, public cloud deployment platform enabling developers to build, test, deploy, and scale applications.","https://www.cloudfoundry.org/","San Mateo","California","United States","https://twitter.com/cloudfoundry","https://www.linkedin.com/company/2509135",,,1001,5000,"Provisioning / Infrastructure Automation","Provisioning",true,"https://github.com/cloudfoundry/bosh",1481,"Cloud Foundry BOSH is an open source tool chain for release engineering, deployment and lifecycle management of large scale distributed services.",,"https://github.com/cloudfoundry/bosh/commit/0c4b1c740b570fd2ad38aa2530016c73c7833320","2018-03-26T22:50:16Z","https://github.com/cloudfoundry/bosh/releases","2010-08-19T02:19:00Z","/cloudfoundry/bosh/commit/37822ce7d8a4004b535258508c31be9fb67774c2",248,"https://github.com/cloudfoundry/bosh/graphs/contributors"
"Caicloud (KCSP)","Caicloud","https://caicloud.io/","http://localhost:3000/logos/caicloud-compass.svg",,"https://www.crunchbase.com/organization/caicloud",,,7300000,true,"member","NotOpenSource","Hangzhou, China",,"Founded by ex-Googlers,and early Kubernetes contributors, Caicloud leverages Kubernetes to provide container products which have successfully served Fortune 500 enterprises, and further utilizes Kubernetes as a vehicle to deliver ultra-speed deep learning experience.","Caicloud was founded by ex-Googlers and early Kubernetes contributors, provides container cluster-as-a-service and big data service.","https://caicloud.io","Hangzhou","Zhejiang","China",,"https://www.linkedin.com/company/caicloud",,"funding",,,"Special / Kubernetes Certified Service Provider","Special",false,,,,,"",,,,,,
"Caicloud Compass","Caicloud","https://caicloud.io/products/compass","http://localhost:3000/logos/caicloud-compass.svg",,"https://www.crunchbase.com/organization/caicloud",,,7300000,true,"member","NotOpenSource","Hangzhou, China",,"Compass is an enterprise container cluster management platform based on Kubernetes and Google's 10-year container usage best practices, to provide users with a stable, easy-to-use, and secure multi-cloud hybrid cloud management solution across clusters.","Caicloud was founded by ex-Googlers and early Kubernetes contributors, provides container cluster-as-a-service and big data service.","https://caicloud.io","Hangzhou","Zhejiang","China",,"https://www.linkedin.com/company/caicloud",,"funding",,,"Platform / Certified Kubernetes - Distribution","Platform",false,,,,,"",,,,,,
"Canal","Tigera","https://github.com/projectcalico/canal","http://localhost:3000/logos/canal.svg","https://twitter.com/projectcalico","https://www.crunchbase.com/organization/tigera",,,23000000,true,"member","Unknown License","San Francisco, California","2018-03-26T00:19:26.000Z","Policy based networking for cloud native applications","Tigera provides secure application connectivity for the cloud native world.","https://www.tigera.io/","San Francisco","California","United States","https://twitter.com/tigeraio","https://www.linkedin.com/company/tigera",,"funding",11,50,"Runtime / Cloud-Native Network","Runtime",true,"https://github.com/projectcalico/canal",488,"Policy based networking for cloud native applications",,"https://github.com/projectcalico/canal/commit/570f8585e00304ed4599d083583ce4808ffa10db",,,"2016-05-06T13:38:37Z","/projectcalico/canal/commit/91810bbe6c796b451aba840c3c5affa2b34786b1",19,"https://github.com/projectcalico/canal/graphs/contributors"
"Canonical (KCSP)","Canonical","https://jujucharms.com/canonical-kubernetes/","http://localhost:3000/logos/canonical-distribution-of-kubernetes.svg","http://twitter.com/Canonical","https://www.crunchbase.com/organization/canonical-ltd",,,,true,"member","NotOpenSource","London, United Kingdom","2018-03-26T20:02:56.000Z","The Canonical Distribution of Kubernetes enables you to operate Kubernetes clusters on demand on any major public cloud and private infrastructure.","Canonical is a computer software company that markets commercial support and related services for Ubuntu and related projects.","http://www.canonical.com","London","England","United Kingdom","http://twitter.com/Canonical","https://www.linkedin.com/company/canonical-ltd.",,,11,50,"Special / Kubernetes Certified Service Provider","Special",false,,,,,"",,,,,,
"Canonical Distribution of Kubernetes","Canonical","https://www.ubuntu.com/kubernetes","http://localhost:3000/logos/canonical-distribution-of-kubernetes.svg","http://twitter.com/Canonical","https://www.crunchbase.com/organization/canonical-ltd",,,,true,"member","Unknown License","London, United Kingdom","2018-03-26T20:02:56.000Z","This is pure Kubernetes tested across the widest range of clouds with modern metrics and monitoring, brought to you by the people who deliver Ubuntu.","Canonical is a computer software company that markets commercial support and related services for Ubuntu and related projects.","http://www.canonical.com","London","England","United Kingdom","http://twitter.com/Canonical","https://www.linkedin.com/company/canonical-ltd.",,,11,50,"Platform / Certified Kubernetes - Distribution","Platform",true,"https://github.com/juju-solutions/bundle-canonical-kubernetes",57,"The Juju bundle for the Canonical Distribution of Kubernetes",,"https://github.com/juju-solutions/bundle-canonical-kubernetes/commit/0fa4145ef1b34038514053d37bbbc5e080d21e49",,,"2016-03-25T14:50:33Z","/juju-solutions/bundle-canonical-kubernetes/commit/573dd187360873b28739a42af953aaca79c6cc35",18,"https://github.com/juju-solutions/bundle-canonical-kubernetes/graphs/contributors"
"Ceph","Red Hat","https://ceph.com/","http://localhost:3000/logos/ceph.svg","https://twitter.com/Ceph","https://www.crunchbase.com/organization/red-hat",27332958208,"RHT",,true,"member","Unknown License","Raleigh, North Carolina","2018-03-23T09:19:04.000Z","Ceph is a distributed object, block, and file storage platform","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhatnews","http://www.linkedin.com/company/red-hat","RHT","market_cap",5001,10000,"Runtime / Cloud-Native Storage","Runtime",true,"https://github.com/ceph/ceph",4269,"Ceph is a distributed object, block, and file storage platform",,"https://github.com/ceph/ceph/commit/607f6024d1c4eba22724bd3c385fc72c3b6be52c","2018-02-26T21:47:19Z","https://github.com/ceph/ceph/releases","2001-04-28T22:22:35Z","/ceph/ceph/commit/7091d44931086985a26cca2d263e307ad2f82001",653,"https://github.com/ceph/ceph/graphs/contributors"
"Chef","Chef","https://chef.io","http://localhost:3000/logos/chef.svg","https://twitter.com/chef","https://www.crunchbase.com/organization/chef",,,105000000,true,"member","Apache-2.0","Seattle, Washington","2018-03-27T17:10:02.000Z","A systems integration framework, built to bring the benefits of configuration management to your entire infrastructure.","Chef is an automation platform that transforms infrastructure into code.","https://www.chef.io/","Seattle","Washington","United States","http://twitter.com/chef","https://www.linkedin.com/company/223176/",,"funding",101,250,"Provisioning / Host Management/Tooling","Provisioning",true,"https://github.com/chef/chef",5271,"A systems integration framework, built to bring the benefits of configuration management to your entire infrastructure.",,"https://github.com/chef/chef/commit/7a6bf1531f91d121a21493924905cde37592a48b","2018-03-27T21:41:13Z","https://github.com/chef/chef/releases","2008-03-06T07:31:38Z","/chef/chef/commit/b5117775e86cff40399187b6292c98fba9dc5034",550,"https://github.com/chef/chef/graphs/contributors"
"Cisco Container Platform","Cisco","https://www.cisco.com/c/en/us/products/cloud-systems-management/container-platform/index.html","http://localhost:3000/logos/cisco-container-platform.svg","https://twitter.com/cisco","https://www.crunchbase.com/organization/cisco",218137313280,"CSCO",,true,"member","NotOpenSource","San Jose, California","2018-03-27T23:00:02.000Z","Cisco Container Platform (CCP) automates the repetitive things and simplifies the complex ones so everyone can just go back to enjoying the magic of containers.","Cisco develops, manufactures, and sells networking hardware, telecommunications equipment, and other high-technology services and products.","http://www.cisco.com","San Jose","California","United States","https://twitter.com/cisco","http://www.linkedin.com/company/cisco","CSCO","market_cap",10001,1000000,"Platform / Certified Kubernetes - Platform","Platform",false,,,,,"",,,,,,
"Clair","Red Hat","https://coreos.com/clair/docs/latest/","http://localhost:3000/logos/clair.svg","https://twitter.com/coreos","https://www.crunchbase.com/organization/red-hat",27332958208,"RHT",,true,"member","Apache-2.0","Raleigh, North Carolina","2018-03-27T18:29:21.000Z","Vulnerability Static Analysis for Containers","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhatnews","http://www.linkedin.com/company/red-hat","RHT","market_cap",5001,10000,"Provisioning / Secure Images","Provisioning",true,"https://github.com/coreos/clair",3318,"Vulnerability Static Analysis for Containers",,"https://github.com/coreos/clair/commit/e73051fc0ac4f2c8ac79d5baa4009cdf5ca3cc06","2017-04-21T20:35:54Z","https://github.com/coreos/clair/releases","2015-11-13T19:11:28Z","/coreos/clair/commit/3ec262dd51466100b44910b60308e46b00f2a097",61,"https://github.com/coreos/clair/graphs/contributors"
"Cloud 66 Maestro","Cloud 66","https://www.cloud66.com/containers/maestro","http://localhost:3000/logos/cloud-66-maestro.svg","https://twitter.com/cloud66","https://www.crunchbase.com/organization/cloudblocks",,,2240385,true,"member","NotOpenSource","San Francisco, California","2018-03-27T16:45:04.000Z","Ops tools for Devs. Build, deliver, deploy and manage any applications on any cloud or server.","Ops tools for Devs. Build, deliver, deploy and manage any applications on any cloud or server.","http://www.cloud66.com","San Francisco","California","United States","http://twitter.com/cloud66","http://www.linkedin.com/company/cloud-66",,"funding",11,50,"Platform / Non-Certified Kubernetes","Platform",false,,,,,"",,,,,,
"Cloud 66 Skycap","Cloud 66","https://www.cloud66.com/containers/skycap","http://localhost:3000/logos/cloud-66-skycap.svg","https://twitter.com/cloud66","https://www.crunchbase.com/organization/cloudblocks",,,2240385,true,"member","NotOpenSource","San Francisco, California","2018-03-27T16:45:04.000Z","Ops tools for Devs. Build, deliver, deploy and manage any applications on any cloud or server.","Ops tools for Devs. Build, deliver, deploy and manage any applications on any cloud or server.","http://www.cloud66.com","San Francisco","California","United States","http://twitter.com/cloud66","http://www.linkedin.com/company/cloud-66",,"funding",11,50,"App Definition and Development / CI/CD","App Definition and Development",false,,,,,"",,,,,,
"Cloud Foundry Application Runtime","Cloud Foundry","https://www.cloudfoundry.org/application-runtime/","http://localhost:3000/logos/cloud-foundry-application-runtime.svg","https://twitter.com/cloudfoundry","https://www.crunchbase.com/organization/cloud-foundry",,,,true,"member","Apache-2.0","San Mateo, California","2018-03-27T14:12:12.000Z","Cloud Foundry Application Runtime utilizes containers as part of its DNA, and has since before Docker popularized containers. The new CF Container Runtime gives you more granular control and management of containers with Kubernetes.","Cloud Foundry is a self-service, public cloud deployment platform enabling developers to build, test, deploy, and scale applications.","https://www.cloudfoundry.org/","San Mateo","California","United States","https://twitter.com/cloudfoundry","https://www.linkedin.com/company/2509135",,,1001,5000,"Platform / PaaS/Container Service","Platform",true,"https://github.com/cloudfoundry/cli",1048,"The official command line client for Cloud Foundry",,"https://github.com/cloudfoundry/cli/commit/ad025a5bf9ccffb2d219930b556b8e4a34728913",,,"2013-08-19T14:53:03Z","/cloudfoundry/cli/commit/d5833689912e2f27addaf899613115f84a92e0c7",165,"https://github.com/cloudfoundry/cli/graphs/contributors"
"Cloud Foundry Container Runtime","Cloud Foundry","https://www.cloudfoundry.org/container-runtime/","http://localhost:3000/logos/cloud-foundry-container-runtime.svg","https://twitter.com/cloudfoundry","https://www.crunchbase.com/organization/cloud-foundry",,,,true,"member","Apache-2.0","San Mateo, California","2018-03-27T14:12:12.000Z","Cloud Foundry Container Runtime gives you more granular control and management of containers with Kubernetes.","Cloud Foundry is a self-service, public cloud deployment platform enabling developers to build, test, deploy, and scale applications.","https://www.cloudfoundry.org/","San Mateo","California","United States","https://twitter.com/cloudfoundry","https://www.linkedin.com/company/2509135",,,1001,5000,"Platform / Certified Kubernetes - Distribution","Platform",true,"https://github.com/cloudfoundry-incubator/kubo-deployment",219,"Contains scripts and configuration files used to build and deploy Kubo (Kubernetes on Bosh)",,"https://github.com/cloudfoundry-incubator/kubo-deployment/commit/7b802179687ea0039bffa101568f777cd6b27727",,,"2016-11-12T00:45:26Z","/cloudfoundry-incubator/kubo-deployment/commit/5c6e3eee066c58c90224c12e3c3691a57f65ed52",73,"https://github.com/cloudfoundry-incubator/kubo-deployment/graphs/contributors"
"Cloudbees","CloudBees","https://www.cloudbees.com/","http://localhost:3000/logos/cloudbees.png","https://twitter.com/CloudBees","https://www.crunchbase.com/organization/cloudbees",,,51200000,true,"member","NotOpenSource","San Jose, California","2018-03-27T20:25:08.000Z","CloudBees offers CloudBees Jenkins Enterprise, an enterprise-grade continuous delivery platform powered by Jenkins.","CloudBees offers CloudBees Jenkins Enterprise, an enterprise-grade continuous delivery platform powered by Jenkins.","http://www.cloudbees.com","San Jose","California","United States","http://twitter.com/CloudBees","http://www.linkedin.com/company/cloudbees",,"funding",251,500,"App Definition and Development / CI/CD","App Definition and Development",false,,,,,"",,,,,,
"CloudEvents","Cloud Native Computing Foundation (CNCF)","https://openevents.io/","http://localhost:3000/logos/cloud-events.svg","https://twitter.com/cloudnativefdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,,true,"member","Apache-2.0","San Francisco, California","2018-03-28T00:02:14.000Z","CloudEvents Specification","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io/","San Francisco","California","United States","https://twitter.com/cloudnativefdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,,11,50,"App Definition and Development / Streaming","App Definition and Development",true,"https://github.com/cloudevents/spec",83,"CloudEvents Specification",,"https://github.com/cloudevents/spec/commit/7db21189529f990cbab9d7381ff260167948cf1a",,,"2017-12-09T21:19:52Z","/cloudevents/spec/commit/f47997feae0ecb7c40697ba256be88118cdbb9cb",16,"https://github.com/cloudevents/spec/graphs/contributors"
"CloudOps (KCSP)","CloudOps","https://www.cloudops.com/services/docker-and-kubernetes-workshops/","http://localhost:3000/logos/cloud-ops.png","https://twitter.com/CloudOps_","https://www.crunchbase.com/organization/cloudops",,,,true,"member","NotOpenSource","Montréal, Canada","2018-03-27T19:58:02.000Z","CloudOps gets you hands-on with the K8s ecosystem via workshop/lab. Get prod ready K8s in cloud(s) of your choice with our managed services.","Private, public and hybrid cloud solutions for businesses seeking scalability, and for enterprises making their move to the cloud.","http://cloudops.com","Montréal","Quebec","Canada","https://twitter.com/CloudOps_","https://www.linkedin.com/company/cloudops",,,11,50,"Special / Kubernetes Certified Service Provider","Special",false,,,,,"",,,,,,
"Codefresh","Codefresh","https://codefresh.io/","http://localhost:3000/logos/codefresh.png","https://twitter.com/codefresh","https://www.crunchbase.com/organization/code-fresh",,,7000000,true,"member","NotOpenSource","Mountain View, California","2018-03-26T23:14:52.000Z","Codefresh is a continuous delivery and collaboration platform for containers and microservices.","Codefresh is a continuous delivery and collaboration platform for containers and microservices.","https://www.codefresh.io/","Mountain View","California","United States","https://twitter.com/codefresh","http://www.linkedin.com/company/codefresh",,"funding",11,50,"App Definition and Development / CI/CD","App Definition and Development",false,,,,,"",,,,,,
"Codefresh Registry","Codefresh","https://codefresh.io/docs/docs/docker-registries/codefresh-registry/","http://localhost:3000/logos/codefresh-registry.svg","https://twitter.com/codefresh","https://www.crunchbase.com/organization/code-fresh",,,7000000,true,"member","NotOpenSource","Mountain View, California","2018-03-26T23:14:52.000Z","Codefresh is a continuous delivery and collaboration platform for containers and microservices.","Codefresh is a continuous delivery and collaboration platform for containers and microservices.","https://www.codefresh.io/","Mountain View","California","United States","https://twitter.com/codefresh","http://www.linkedin.com/company/codefresh",,"funding",11,50,"Provisioning / Container Registries","Provisioning",false,,,,,"",,,,,,
"Codeship","CloudBees","https://codeship.com/","http://localhost:3000/logos/codeship.svg","https://twitter.com/codeship","https://www.crunchbase.com/organization/cloudbees",,,51200000,true,"member","NotOpenSource","San Jose, California","2018-03-27T19:00:00.000Z","CloudBees offers CloudBees Jenkins Enterprise, an enterprise-grade continuous delivery platform powered by Jenkins.","CloudBees offers CloudBees Jenkins Enterprise, an enterprise-grade continuous delivery platform powered by Jenkins.","http://www.cloudbees.com","San Jose","California","United States","http://twitter.com/CloudBees","http://www.linkedin.com/company/cloudbees",,"funding",251,500,"App Definition and Development / CI/CD","App Definition and Development",false,,,,,"",,,,,,
"Concourse","Pivotal","https://concourse.ci/","http://localhost:3000/logos/concourse.svg","https://twitter.com/concourseci","https://www.crunchbase.com/organization/pivotal",,,1704000000,true,"member","Apache-2.0","San Francisco, California","2018-03-27T17:11:57.000Z","BOSH release and development workspace for Concourse","Pivotal is a software company that provides digital transformation technology and services.","http://www.pivotal.io","San Francisco","California","United States","http://twitter.com/pivotal","http://www.linkedin.com/company/3048967",,"funding",1001,5000,"App Definition and Development / CI/CD","App Definition and Development",true,"https://github.com/concourse/concourse",2691,"BOSH release and development workspace for Concourse",,"https://github.com/concourse/concourse/commit/1406508553ed792c438182b1d9d8c1cf85f77317",,,"2014-04-27T22:35:04Z","/concourse/concourse/commit/c99ac1afac7eac0742aa12f3661553c5d075b1d9",161,"https://github.com/concourse/concourse/graphs/contributors"
"Conduit","Buoyant","https://conduit.io","http://localhost:3000/logos/conduit.svg","https://twitter.com/runconduit","https://www.crunchbase.com/organization/buoyant",,,13999990,true,"member","Apache-2.0","San Francisco, California","2018-03-23T16:30:31.000Z","Ultralight service mesh for Kubernetes","Industrial-strength operability for cloud-native applications","http://www.buoyant.io","San Francisco","California","United States","https://twitter.com/buoyantio","https://www.linkedin.com/company/buoyant-inc-/",,"funding",11,50,"Orchestration & Management / Service Management","Orchestration & Management",true,"https://github.com/runconduit/conduit",1307,"Ultralight service mesh for Kubernetes",,"https://github.com/runconduit/conduit/commit/59c75a73a9627d45379aaedf5a47e595ac4045ff",,,"2017-12-05T00:17:02Z","/runconduit/conduit/commit/b104bd0676091740b48ca7490596a7cd12327284",24,"https://github.com/runconduit/conduit/graphs/contributors"
"Container Solutions (KCSP)","Container Solutions","https://container-solutions.com/resources/kubernetes/","http://localhost:3000/logos/container-solutions.png","https://twitter.com/containersoluti","https://www.crunchbase.com/organization/container-solutions",,,,true,"member","NotOpenSource","Amsterdam, The Netherlands","2018-03-27T15:14:09.000Z","Container Solutions is a premium software consultancy that focuses on programmable infrastructure, offering our expertise in software development, strategy and operations to help you innovate at speed and scale.","Container Solutions specialises in helping customers to shorten the time it takes to deploy, rollback.","http://container-solutions.com","Amsterdam","Noord-Holland","The Netherlands","https://twitter.com/containersoluti","https://www.linkedin.com/company/container-solutions",,,11,50,"Special / Kubernetes Certified Service Provider","Special",false,,,,,"",,,,,,
"Container Storage Interface (CSI)","Cloud Native Computing Foundation (CNCF)","https://github.com/container-storage-interface","http://localhost:3000/logos/container-storage-interface-csi.svg","https://twitter.com/cloudnativefdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,,true,"member","Apache-2.0","San Francisco, California","2018-03-28T00:02:14.000Z","Container Storage Interface (CSI) Specification.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io/","San Francisco","California","United States","https://twitter.com/cloudnativefdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,,11,50,"Runtime / Cloud-Native Storage","Runtime",true,"https://github.com/container-storage-interface/spec",187,"Container Storage Interface (CSI) Specification.",,"https://github.com/container-storage-interface/spec/commit/52021efc8ba5a01988f0c8e96a9dae7eeef2b790",,,"2017-05-19T04:23:40Z","/container-storage-interface/spec/commit/1396c5bc6acfb4a2440dd633b2a62ba60ea9273b",11,"https://github.com/container-storage-interface/spec/graphs/contributors"
"ContainerOps","Huawei Technologies","https://containerops.org/","http://localhost:3000/logos/container-ops.svg","https://twitter.com/Huawei","https://www.crunchbase.com/organization/huawei",,,,true,"member","Apache-2.0","Shenzhen, China","2018-03-27T14:19:03.000Z","DevOps Orchestration Platform","Huawei Technologies provides infrastructure application software and devices with wireline, wireless, and IP technologies.","http://huawei.com","Shenzhen","Guangdong","China","https://twitter.com/Huawei","http://www.linkedin.com/company/3014",,,5001,10000,"App Definition and Development / CI/CD","App Definition and Development",true,"https://github.com/Huawei/containerops",226,"DevOps Orchestration Platform",,"https://github.com/Huawei/containerops/commit/dbc39b55f8cc211ac6781256a1de3f3056662091","2017-04-11T04:03:51Z","https://github.com/Huawei/containerops/releases","2016-10-18T01:48:21Z","/Huawei/containerops/commit/bab66ded60a8832cd2ff95f81545b48316b1fe88",18,"https://github.com/Huawei/containerops/graphs/contributors"
"ContainerPilot","Joyent","https://www.joyent.com/containerpilot","http://localhost:3000/logos/container-pilot.png","https://twitter.com/joyent","https://www.crunchbase.com/organization/joyent",,,130999998,true,"member","MPL-2.0","San Francisco, California","2018-03-27T00:23:36.000Z","A service for autodiscovery and configuration of applications running in containers","Joyent is a cloud infrastructure and big data analytics company offering a solution that powers real-time web and mobile applications.","http://www.joyent.com","San Francisco","California","United States","http://twitter.com/joyent","http://www.linkedin.com/company/joyent",,"funding",101,250,"Orchestration & Management / Coordination & Service Discovery","Orchestration & Management",true,"https://github.com/joyent/containerpilot",880,"A service for autodiscovery and configuration of applications running in containers",,"https://github.com/joyent/containerpilot/commit/92f9b8f891ed758d6d56278a9c2418006f9117e9",,,"2015-10-13T14:59:28Z","/joyent/containerpilot/commit/dbf8faa4550138d9a10b5f9961a59503694678dd",26,"https://github.com/joyent/containerpilot/graphs/contributors"
"Containership","Containership","https://containership.io/","http://localhost:3000/logos/container-ship-nck.png","https://twitter.com/containershipio","https://www.crunchbase.com/organization/containership",,,2606729,true,"member","NotOpenSource","Pittsburgh, Pennsylvania","2018-03-27T15:11:00.000Z","The Hyperprovider for MultiCloud Kubernetes","Containership is a Kubernetes based enterprise Containers-as-a-Service platform with support for 12 cloud providers","https://containership.io","Pittsburgh","Pennsylvania","United States","https://twitter.com/containershipio","https://www.linkedin.com/company/containership",,"funding",11,50,"Platform / Non-Certified Kubernetes","Platform",false,,,,,"",,,,,,
"Contiv","Cisco","https://contiv.github.io/","http://localhost:3000/logos/contiv.svg","https://twitter.com/projectcontiv","https://www.crunchbase.com/organization/cisco",218137313280,"CSCO",,true,"member","Unknown License","San Jose, California","2017-08-09T13:33:34.000Z","Container networking for various use cases","Cisco develops, manufactures, and sells networking hardware, telecommunications equipment, and other high-technology services and products.","http://www.cisco.com","San Jose","California","United States","https://twitter.com/cisco","http://www.linkedin.com/company/cisco","CSCO","market_cap",10001,1000000,"Runtime / Cloud-Native Network","Runtime",true,"https://github.com/contiv/netplugin",353,"Container networking for various use cases",,"https://github.com/contiv/netplugin/commit/7bb61ef925d38c80f99f7def7422728fee50c4f4",,,"2014-12-13T00:27:33Z","/contiv/netplugin/commit/8da78e83a246829cad8ad09e40d6fbd943155e0e",40,"https://github.com/contiv/netplugin/graphs/contributors"
"CoreOS (KCSP)","Red Hat","https://coreos.com/","http://localhost:3000/logos/core-os-kcsp.png","http://twitter.com/redhatnews","https://www.crunchbase.com/organization/red-hat",27332958208,"RHT",,true,"member","NotOpenSource","Raleigh, North Carolina","2018-03-25T21:52:02.000Z","Tectonic is the enterprise-ready Kubernetes product, by CoreOS. It adds key features to allow you to manage, update, and control clusters in production.","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhatnews","http://www.linkedin.com/company/red-hat","RHT","market_cap",5001,10000,"Special / Kubernetes Certified Service Provider","Special",false,,,,,"",,,,,,
"CoreOS bootkube","Red Hat","https://github.com/kubernetes-incubator/bootkube","http://localhost:3000/logos/core-os-bootkube.png","http://twitter.com/redhatnews","https://www.crunchbase.com/organization/red-hat",27332958208,"RHT",,true,"member","Apache-2.0","Raleigh, North Carolina","2018-03-25T21:52:02.000Z","Bootkube is a tool for launching self-hosted Kubernetes clusters.","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhatnews","http://www.linkedin.com/company/red-hat","RHT","market_cap",5001,10000,"Platform / Certified Kubernetes - Distribution","Platform",true,"https://github.com/kubernetes-incubator/bootkube",681,"bootkube - Launch a self-hosted Kubernetes cluster",,"https://github.com/kubernetes-incubator/bootkube/commit/fb44d330da672851d28cf50cae9f0a5fcb02b75b",,,"2016-03-15T22:01:39Z","/kubernetes-incubator/bootkube/commit/957ed5714284b3b3c0b0b2ab6540ee5b948f4a14",49,"https://github.com/kubernetes-incubator/bootkube/graphs/contributors"
"Couchbase","Couchbase","https://www.couchbase.com/","http://localhost:3000/logos/couchbase.svg","https://twitter.com/couchbase","https://www.crunchbase.com/organization/couchbase",,,146000000,true,"member","Unknown License","Mountain View, California","2018-03-28T00:00:18.000Z","Top-level source repository for Couchbase Server source code and build projects","Couchbase is a NoSQL vendor that develops Couchbase Server, an open-source, NoSQL, document-oriented database.","http://www.couchbase.com","Mountain View","California","United States","http://twitter.com/couchbase","http://www.linkedin.com/company/couchbase",,"funding",251,500,"App Definition and Development / Database and Data Warehouse","App Definition and Development",true,"https://github.com/couchbase/manifest",149,"Top-level source repository for Couchbase Server source code and build projects",,"https://github.com/couchbase/manifest/commit/81a907ff186302cdfd21ae1d81d473cf1a1d7568","2011-08-26T17:46:47Z","https://github.com/couchbase/manifest/releases","2010-12-22T20:14:51Z","/couchbase/manifest/commit/bc3982536aa65e7c3501c1e8822b0d6c6b653266",74,"https://github.com/couchbase/manifest/graphs/contributors"
"Creationline (KCSP)","Creationline","https://www.creationline.com/en/","http://localhost:3000/logos/creationline-kcsp.svg","https://twitter.com/creationline?lang=en","https://www.crunchbase.com/organization/creationline",,,,true,"member","NotOpenSource","Tokyo, Japan","2018-03-27T06:41:13.000Z","Creationline provides cloud platform deployment and operations support services to telecommunication carriers and data centers.","Creationline provides cloud platform deployment and operations support services to telecommunication carriers and data centers","https://www.creationline.com/en/","Tokyo","Tokyo","Japan","https://twitter.com/creationline?lang=en",,,,,,"Special / Kubernetes Certified Service Provider","Special",false,,,,,"",,,,,,
"CRI-O","Cloud Native Computing Foundation (CNCF)","http://cri-o.io/","http://localhost:3000/logos/cri-o.svg","https://twitter.com/cloudnativefdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,,true,"member","Apache-2.0","San Francisco, California","2018-03-28T00:02:14.000Z","Open Container Initiative-based implementation of Kubernetes Container Runtime Interface","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io/","San Francisco","California","United States","https://twitter.com/cloudnativefdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,,11,50,"Runtime / Container Runtime","Runtime",true,"https://github.com/kubernetes-incubator/cri-o",989,"Open Container Initiative-based implementation of Kubernetes Container Runtime Interface",,"https://github.com/kubernetes-incubator/cri-o/commit/4a6bcbddb50388c6fd55c654b0ee2a89ff3d267d","2018-03-12T16:46:45Z","https://github.com/kubernetes-incubator/cri-o/releases","2016-09-09T19:56:31Z","/kubernetes-incubator/cri-o/commit/580db0719d68b3ff3bb30f60397c3892be383eb5",75,"https://github.com/kubernetes-incubator/cri-o/graphs/contributors"
